conceptId,term,category
34801000000106,Diabetes: shared care in pregnancy - diabetologist and obstetrician,unspecified
35777006,Diabetic mononeuropathy multiplex,unspecified
359611005,Diabetic neuropathy with neurologic complication,unspecified
359638003,NIDDM in nonobese,type 2
359642000,Diabetes mellitus type 2 in nonobese,type 2
360254001,Antidiabetic agent,unspecified
361216007,Diabetic femoral mononeuropathy,unspecified
365845005,Hemoglobin A1C - diabetic control finding,unspecified
365846006,HbA1 - diabetic control finding,unspecified
366909003,Insulin treated Type 2 diabetes mellitus,type 2
367011000000100,Diabetic foot screen (regime/therapy),unspecified
367021000000106,Diabetic foot screen ,unspecified
367031000000108,Diabetic foot screen ,unspecified
367040002,Diabetes care by hospital only,unspecified
367051002,Diabetic retinopathy screening,unspecified
367211000119103,Dermatitis due to type 1 diabetes mellitus,type 1
367269003,Diabetes care by hospital only,unspecified
367280003,Diabetic retinopathy screening,unspecified
367991000119101,Hyperglycemia due to type 1 diabetes mellitus,type 1
368051000119109,Hyperglycemia due to type 2 diabetes mellitus (disorder),type 2
368521000119107,Disorder of nerve co-occurrent and due to type 1 diabetes mellitus (disorder),type 1
368541000119101,Cheiropathy due to type 1 diabetes mellitus,type 1
368551000119104,Dyslipidemia due to type 1 diabetes mellitus (disorder),type 1
368561000119102,Hyperosmolarity due to type 1 diabetes mellitus (disorder),type 1
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder),type 2
368591000119109,Cheiropathy due to type 2 diabetes mellitus (disorder),type 2
37051000000109,Diabetic diet - good compliance,unspecified
37061000000107,Diabetic diet - good compliance,unspecified
37071000000100,Diabetic diet - poor compliance,unspecified
37081000000103,Diabetic diet - poor compliance,unspecified
371054002,Type I diabetes mellitus with complication (disorder),type 1
371055001,Type I diabetes mellitus with ketoacidosis (disorder),type 1
371056000,Type II diabetes mellitus with complication (disorder),type 2
371086007,Diabetes mellitus with skin ulcer (disorder),unspecified
371087003,Diabetic foot ulcer (disorder),unspecified
371781000000108,Eligible for diabetic retinopathy screening (finding),unspecified
371791000000105,Eligible for diabetic retinopathy screening ,unspecified
371801000000109,Eligible for diabetic retinopathy screening ,unspecified
371811000000106,Ineligible for diabetic retinopathy screening (finding),unspecified
371841000000107,Eligibility temporarily inactive for diabetic retinopathy screening (finding),unspecified
371871000000101,Eligibility permanently inactive for diabetic retinopathy screening (finding),unspecified
372069003,Diabetes mellitus with complication (disorder),unspecified
373031000000105,Diabetic retinopathy screening administrative status (finding),unspecified
373041000000101,Impaired vision due to diabetic retinopathy (finding),unspecified
373245004,Antidiabetic agent (substance),unspecified
37398008,Diabetic urine,unspecified
374601000000107,Excluded from diabetic retinopathy screening as moved away (finding),unspecified
374611000000109,Excluded from screening - moved away - diabetic retinopathy screening administration ,unspecified
374621000000103,Excluded from screening - moved away - diabetic retinopathy screening administration ,unspecified
374631000000101,Excluded from diabetic retinopathy screening as deceased (finding),unspecified
374641000000105,Excluded from screening - deceased - diabetic retinopathy screening administration ,unspecified
374651000000108,Excluded from screening - deceased - diabetic retinopathy screening administration ,unspecified
374661000000106,Excluded from diabetic retinopathy screening as under care of ophthalmologist (finding),unspecified
374671000000104,Excluded from screening - under ophthalmic care - diabetic retinopathy screening administration ,unspecified
374681000000102,Excluded from screening - under ophthalmic care - diabetic retinopathy screening administration ,unspecified
374691000000100,Excluded from diabetic retinopathy screening as blind (finding),unspecified
374701000000100,Excluded from screening - blind - screening contraindicated - diabetic retinopathy screening administration ,unspecified
374711000000103,Excluded from screening - blind - screening contraindicated - diabetic retinopathy screening administration ,unspecified
374731000000106,Excluded from screening - no longer categorised as diabetic  - diabetic retinopathy screening administration ,unspecified
374741000000102,Excluded from screening - no longer categorised as diabetic  - diabetic retinopathy screening administration ,unspecified
374751000000104,Declined diabetic retinopathy screening (finding),unspecified
374761000000101,Excluded from screening - declined - diabetic retinopathy screening administration ,unspecified
374771000000108,Excluded from screening - declined - diabetic retinopathy screening administration ,unspecified
374781000000105,Excluded from diabetic retinopathy screening as no current contact details (finding),unspecified
374791000000107,Excluded from screening - no current contact details - diabetic retinopathy screening administration ,unspecified
374801000000106,Excluded from screening - no current contact details - diabetic retinopathy screening administration ,unspecified
374811000000108,Excluded from diabetic retinopathy screening as terminal illness (finding),unspecified
374821000000102,Excluded from screening - terminal illness - diabetic retinopathy screening administration ,unspecified
374831000000100,Excluded from screening - terminal illness - diabetic retinopathy screening administration ,unspecified
374841000000109,Excluded from diabetic retinopathy screening as learning disability (finding),unspecified
374851000000107,Excluded from screening - learning or mental disability - diabetic retinopathy screening administration ,unspecified
374861000000105,Excluded from screening - learning or mental disability - diabetic retinopathy screening administration ,unspecified
374871000000103,Excluded from diabetic retinopathy screening as physical disorder (finding),unspecified
374881000000101,Excluded from screening - physical disability - diabetic retinopathy screening administration ,unspecified
374891000000104,Excluded from screening - physical disability - diabetic retinopathy screening administration ,unspecified
374901000000103,Excluded from diabetic retinopathy screening (finding),unspecified
376001000000105,Diabetic femoral mononeuropathy (disorder),unspecified
376191000000104,Diabetic amyotrophy (disorder),unspecified
38046004,Diffuse type diabetic glomerulosclerosis,unspecified
38205001,Diarrhea in diabetes,unspecified
384953001,Antidiabetic preparation (product),unspecified
385041000000108,Diabetes mellitus with multiple complications,unspecified
385051000000106,Pre-existing diabetes mellitus,unspecified
385803003,Diabetic care assessment (regime/therapy),unspecified
385804009,Diabetic care (regime/therapy),unspecified
385805005,Diabetic care education (regime/therapy),unspecified
385806006,Diabetic care management (procedure),unspecified
386411000000107,[X]Insulin and oral hypoglycaemic [antidiabetic] drugs causing adverse effects in therapeutic use (disorder),unspecified
389375007,O/E - no right diabetic retinopathy,unspecified
389376008,O/E - no left diabetic retinopathy,unspecified
389377004,O/E - diabetic maculopathy present both eyes,unspecified
389378009,O/E - diabetic maculopathy absent both eyes,unspecified
389840003,Diabetic on insulin and oral treatment,unspecified
389935005,Refer to diabetic foot screener,unspecified
389954005,Seen by diabetologist,unspecified
389957003,DNA - Did not attend diabetic clinic,unspecified
390106008,O/E - no right diabetic retinopathy,unspecified
390107004,O/E - no left diabetic retinopathy,unspecified
390108009,O/E - diabetic maculopathy present both eyes,unspecified
390109001,O/E - diabetic maculopathy absent both eyes,unspecified
390572003,Diabetic on insulin and oral treatment,unspecified
39058009,Diabetic amyotrophy,unspecified
390669000,Refer to diabetic foot screener,unspecified
390688007,Seen by diabetologist,unspecified
390691007,DNA - Did not attend diabetic clinic,unspecified
390718008,Non proliferative diabetic retinopathy,unspecified
390719000,Proliferative diabetic retinopathy - high risk -RETIRED-,unspecified
390720006,High risk non proliferative diabetic retinopathy,unspecified
390834004,Non proliferative diabetic retinopathy (disorder),unspecified
390842003,Seen by diabetologist (finding),unspecified
390850007,O/E - no right diabetic retinopathy (context-dependent category),unspecified
390853009,O/E - no left diabetic retinopathy (context-dependent category),unspecified
390854003,O/E - diabetic maculopathy present both eyes (context-dependent category),unspecified
390855002,O/E - diabetic maculopathy absent both eyes (context-dependent category),unspecified
390890005,Refer to diabetic foot screener (procedure),unspecified
390922008,DNA - Did not attend diabetic clinic (finding),unspecified
391178000,High risk non proliferative diabetic retinopathy (disorder),unspecified
39127005,Symmetric diabetic proximal motor neuropathy,unspecified
39181008,Diabetic radiculopathy,unspecified
392794004,O/E - Right diabetic foot at low risk,unspecified
392795003,O/E - Right diabetic foot at moderate risk,unspecified
392796002,O/E - Right diabetic foot at high risk,unspecified
392797006,O/E - Right diabetic foot - ulcerated,unspecified
392798001,O/E - Left diabetic foot at low risk,unspecified
392799009,O/E - Left diabetic foot at moderate risk,unspecified
392800008,O/E - Left diabetic foot at high risk,unspecified
392801007,O/E - Left diabetic foot - ulcerated,unspecified
393026005,Diabetic foot risk assessment,unspecified
393052004,Diabetic pre-pregnancy counselling,unspecified
393084006,Diabetes medication review,unspecified
393748007,O/E - Right diabetic foot at low risk,unspecified
393749004,O/E - Right diabetic foot at moderate risk,unspecified
393750004,O/E - Right diabetic foot at high risk,unspecified
393751000,O/E - Right diabetic foot - ulcerated,unspecified
393752007,O/E - Left diabetic foot at low risk,unspecified
393753002,O/E - Left diabetic foot at moderate risk,unspecified
393754008,O/E - Left diabetic foot at high risk,unspecified
393755009,O/E - Left diabetic foot - ulcerated,unspecified
393982007,Diabetic foot risk assessment,unspecified
394008003,Diabetic pre-pregnancy counselling,unspecified
394035007,Diabetes medication review,unspecified
394511005,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,type 2
394671009,O/E - Right diabetic foot at low risk (context-dependent category),unspecified
394672002,O/E - Right diabetic foot at high risk (context-dependent category),unspecified
394673007,O/E - Right diabetic foot - ulcerated (context-dependent category),unspecified
394674001,O/E - Left diabetic foot - ulcerated (context-dependent category),unspecified
394675000,O/E - Left diabetic foot at low risk (context-dependent category),unspecified
394676004,O/E - Left diabetic foot at high risk (context-dependent category),unspecified
394681008,O/E - Left diabetic foot at moderate risk (context-dependent category),unspecified
394682001,O/E - Right diabetic foot at moderate risk (context-dependent category),unspecified
394683006,Diabetic foot risk assessment (regime/therapy),unspecified
394684000,Diabetic pre-pregnancy counselling (regime/therapy),unspecified
394725008,Diabetes medication review (procedure),unspecified
395204000,Hyperosmolar non-ketotic state in type 2 diabetes mellitus (disorder),type 2
395601002,Seen by diabetic liaison nurse,unspecified
395646001,Seen by diabetic liaison nurse,unspecified
397201000000107,[X]Unspecified diabetes mellitus with renal complications (disorder),unspecified
398773005,Health education - diabetes self-monitoring (regime/therapy),unspecified
398819009,Diabetic foot at risk (context-dependent category),unspecified
398871001,Diabetic monitoring - injection sites abnormal (finding),unspecified
398985007,Diabetic monitoring - injection sites normal (finding),unspecified
399862001,Proliferative diabetic retinopathy - high risk with no macular edema (disorder),unspecified
399863006,Very severe nonproliferative diabetic retinopathy with no macular edema (disorder),unspecified
399864000,Diabetic macular edema not clinically significant (disorder),unspecified
399865004,Very severe proliferative diabetic retinopathy (disorder),unspecified
399866003,Diabetic retinal venous beading (disorder),unspecified
399868002,Diabetic intraretinal microvascular anomalies (disorder),unspecified
399869005,High risk proliferative diabetic retinopathy not amenable to photocoagulation (disorder),unspecified
399870006,Non-high-risk proliferative diabetic retinopathy with no macular edema (disorder),unspecified
399871005,Visually threatening diabetic retinopathy (disorder),unspecified
399872003,Severe nonproliferative diabetic retinopathy with clinically significant macular edema (disorder),unspecified
399873008,Severe nonproliferative diabetic retinopathy with no macular edema (disorder),unspecified
399874002,Proliferative diabetic retinopathy - high risk with clinically significant macular edema (disorder),unspecified
399875001,Non-high-risk proliferative diabetic retinopathy with clinically significant macular edema (disorder),unspecified
399876000,Very severe nonproliferative diabetic retinopathy (disorder),unspecified
399877009,Very severe nonproliferative diabetic retinopathy with clinically significant macular edema (disorder),unspecified
401081006,Diabetic peripheral neuropathy screening (regime/therapy),unspecified
401087005,Diabetes mellitus with persistent microalbuminuria (disorder),unspecified
401088000,Diabetes mellitus with persistent proteinuria (disorder),unspecified
401109007,Type 1 diabetes mellitus with persistent proteinuria (disorder),type 1
401110002,Type 1 diabetes mellitus with persistent microalbuminuria (disorder),type 1
401111003,Type 2 diabetes mellitus with persistent proteinuria (disorder),type 2
401112005,Type 2 diabetes mellitus with persistent microalbuminuria (disorder),type 2
401191002,Diabetic foot examination (regime/therapy),unspecified
402864004,Diabetic wet gangrene of the foot (disorder),unspecified
405096004,Diabetes self-management behavior (observable entity),unspecified
405124006,Knowledge level: diabetes management (observable entity),unspecified
405749004,Newly diagnosed diabetes (finding),unspecified
405751000,Diabetes type (observable entity),unspecified
40601000000101,Diabetic foot examination,unspecified
407569005,Patient on maximal tolerated therapy for diabetes (finding),unspecified
407584001,Health education - diabetes (regime/therapy),unspecified
407672007,Seen in diabetic foot clinic (finding),unspecified
408287009,Type 1 diabetes mellitus with exudative maculopathy (disorder),type 1
408290003,Diabetes key contact (occupation),unspecified
408384004,Diabetic retinopathy 12 month review (finding),unspecified
408385003,Diabetic retinopathy 6 month review (finding),unspecified
408391001,Under care of diabetologist (finding),unspecified
408392008,Under care of diabetes specialist nurse (finding),unspecified
408394009,Under care of diabetic foot screener (finding),unspecified
408396006,Diabetic retinopathy screening not indicated (context-dependent category),unspecified
408397002,Diabetic foot examination not indicated (context-dependent category),unspecified
408405001,Patient held diabetic record issued (administrative concept),unspecified
408409007,O/E - right eye background diabetic retinopathy (context-dependent category),unspecified
408410002,O/E - left eye background diabetic retinopathy (context-dependent category),unspecified
408411003,O/E - right eye preproliferative diabetic retinopathy (context-dependent category),unspecified
408412005,O/E - left eye preproliferative diabetic retinopathy (context-dependent category),unspecified
408413000,O/E - right eye proliferative diabetic retinopathy (context-dependent category),unspecified
408414006,O/E - left eye proliferative diabetic retinopathy (context-dependent category),unspecified
408415007,O/E - right eye diabetic maculopathy (context-dependent category),unspecified
408416008,O/E - left eye diabetic maculopathy (context-dependent category),unspecified
408417004,Type 2 diabetes mellitus with exudative maculopathy (disorder),type 2
408475000,Diabetic medicine (qualifier value),unspecified
408542006,Diabetes mellitus due to insulin receptor antibodies (disorder),unspecified
408544007,Drug-induced diabetes mellitus (disorder),unspecified
408545008,Fibrocalculous pancreatic diabetes (disorder),unspecified
408660003,Type II diabetes mellitus with ketoacidosis (disorder),type 2
408733002,Diabetic Retinopathy Study field (body structure),unspecified
408734008,Diabetic Retinopathy Study field 1 (body structure),unspecified
410434001,Diabetic Retinopathy Study field 2 (body structure),unspecified
410435000,Diabetic Retinopathy Study field 3 (body structure),unspecified
410436004,Diabetic Retinopathy Study field 4 (body structure),unspecified
410437008,Diabetic Retinopathy Study field 5 (body structure),unspecified
410438003,Diabetic Retinopathy Study field 6 (body structure),unspecified
410439006,Diabetic Retinopathy Study field 7 (body structure),unspecified
410440008,Diabetic Retinopathy Study 7 field stereoscopic fundus photography (procedure),unspecified
412752009,Diabetic foot examination declined (context-dependent category),unspecified
412777005,Diabetes clinical management plan (qualifier value),unspecified
413122001,Diabetic retinopathy screening refused (context-dependent category),unspecified
413180006,Pan retinal photocoagulation for diabetes (procedure),unspecified
413597006,Attended diabetes structured education programme (finding),unspecified
414601000000106,[X]Pre-existing diabetes mellitus, unspecified (disorder),unspecified
414890007,O/E - left chronic diabetic foot ulcer (context-dependent category),unspecified
414894003,O/E - left eye stable treated proliferative diabetic retinopathy (context-dependent category),unspecified
414906009,O/E - right chronic diabetic foot ulcer (context-dependent category),unspecified
414910007,O/E - right eye stable treated proliferative diabetic retinopathy (context-dependent category),unspecified
415042006,Patient diabetes education review (regime/therapy),unspecified
415269004,Referral to diabetes preconception counselling clinic (procedure),unspecified
415270003,Referral to diabetes structured education programme (procedure),unspecified
415744000,Transition of diabetes care options discussed (procedure),unspecified
416135000,Patient held diabetic record declined (finding),unspecified
416193009,Diabetic record status (finding),unspecified
416554009,Seen in community diabetes specialist clinic (finding),unspecified
416672007,Patient offered diabetes structured education programme (regime/therapy),unspecified
416696002,Seen in community diabetic specialist nurse clinic (finding),unspecified
416751000000107,Diabetes Type I (insulin dependent) associated with renal failure - European Dialysis and Transplant Association (disorder),type 1
417256004,Diabetic retinopathy screening offered (finding),unspecified
417317008,Diabetes care plan agreed (procedure),unspecified
417467000,Discharged from care of diabetes specialist nurse (finding),unspecified
417566006,Seen in diabetic nurse consultant clinic (finding),unspecified
417677008,O/E - sight threatening diabetic retinopathy (context-dependent category),unspecified
417681008,Diabetic patient unsuitable for digital retinal photography (finding),unspecified
419100001,Infection of foot associated with diabetes (disorder),unspecified
41911000119107,Glaucoma due to type 2 diabetes mellitus (disorder),type 2
420270002,Ketoacidosis in type I diabetes mellitus (disorder),type 1
420279001,Renal disorder associated with type II diabetes mellitus (disorder),type 2
420414003,Multiple complications of type II diabetes mellitus (disorder),type 2
420422005,Ketoacidosis in diabetes mellitus (disorder),unspecified
420436000,Mononeuropathy associated with type II diabetes mellitus (disorder),type 2
420486006,Exudative maculopathy associated with type I diabetes mellitus (disorder),type 1
420514000,Persistent proteinuria associated with type I diabetes mellitus (disorder),type 1
420662003,Coma associated with diabetes mellitus (disorder),unspecified
420715001,Persistent microalbuminuria associated with type II diabetes mellitus (disorder),type 2
420756003,Diabetic cataract associated with type II diabetes mellitus (disorder),type 2
420789003,Diabetic retinopathy associated with type I diabetes mellitus (disorder),type 1
420825003,Gangrene associated with type I diabetes mellitus (disorder),type 1
420868002,Disorder associated with type I diabetes mellitus (disorder),type 1
420918009,Mononeuropathy associated with type I diabetes mellitus (disorder),type 1
421075007,Ketoacidotic coma in type I diabetes mellitus (disorder),type 1
421164006,Hypoglycemic coma in type II diabetes mellitus (disorder),type 2
421165007,Diabetic oculopathy associated with type I diabetes mellitus (disorder),type 1
421305000,Persistent microalbuminuria associated with type I diabetes mellitus (disorder),type 1
421326000,Neurologic disorder associated with type II diabetes mellitus (disorder),type 2
421365002,Peripheral circulatory disorder associated with type I diabetes mellitus (disorder),type 1
421437000,Hypoglycemic coma in type I diabetes mellitus (disorder),type 1
421468001,Neurological disorder associated with type I diabetes mellitus (disorder),type 1
421631007,Gangrene associated with type II diabetes mellitus (disorder),type 2
421707005,Polyneuropathy associated with type II diabetes mellitus (disorder),type 2
421725003,Hypoglycemic coma in diabetes mellitus (disorder),unspecified
421750000,Ketoacidosis in type II diabetes mellitus (disorder),type 2
421779007,Exudative maculopathy associated with type II diabetes mellitus (disorder),type 2
421847006,Ketoacidotic coma in type II diabetes mellitus (disorder),type 2
421893009,Renal disorder associated with type I diabetes mellitus (disorder),type 1
421895002,Peripheral circulatory disorder associated with diabetes mellitus (disorder),unspecified
421920002,Diabetic cataract associated with type I diabetes mellitus (disorder),type 1
421966007,Non-ketotic non-hyperosmolar coma associated with diabetes mellitus (disorder),unspecified
421986006,Persistent proteinuria associated with type II diabetes mellitus (disorder),type 2
422014003,Disorder associated with type II diabetes melliltus (disorder),type 2
422034002,Diabetic retinopathy associated with type II diabetes mellitus (disorder),type 2
422088007,Neurologic disorder associated with diabetes mellitus (disorder),unspecified
422099009,Diabetic oculopathy associated with type II diabetes mellitus (disorder),type 2
422126006,Hyperosmolar coma associated with diabetes mellitus (disorder),unspecified
422166005,Peripheral circulatory disorder associated with type II diabetes mellitus (disorder),type 2
422183001,Skin ulcer associated with diabetes mellitus (disorder),unspecified
422228004,Multiple complications of type I diabetes mellitus (disorder),type 1
422275004,Gangrene associated with diabetes mellitus (disorder),unspecified
422297002,Polyneuropathy associated with type I diabetes mellitus (disorder),type 1
423263001,Diabetic autonomic neuropathy associated with type 2 diabetes mellitus (disorder),type 2
424736006,Diabetic peripheral neuropathy (disorder),unspecified
424989000,Diabetic gastroparesis associated with type 2 diabetes mellitus (disorder),type 2
425159004,Diabetic gastroparesis associated with type 1 diabetes mellitus (disorder),type 1
425442003,Diabetic autonomic neuropathy associated with type 1 diabetes mellitus (disorder),type 1
425455002,Diabetic glomerulonephritis (disorder),unspecified
425911000000109,[X]Glomerular disorders in diabetes mellitus (disorder),unspecified
426875007,Latent autoimmune diabetes mellitus in adult (disorder),unspecified
426907004,Small vessel disease due to type 1 diabetes mellitus (disorder),type 1
427027005,Amyotrophy due to type 2 diabetes mellitus (disorder),type 2
427134009,Small vessel disease due to type 2 diabetes mellitus (disorder),type 2
427571000,Amyotrophy due to type 1 diabetes mellitus (disorder),type 1
427943001,Diabetic ophthalmoplegia (disorder),unspecified
428007007,Erectile dysfunction associated with type 2 diabetes mellitus (disorder),type 2
428274007,Dietary education for type II diabetes mellitus (procedure),type 2
428896009,Hyperosmolality due to uncontrolled type 1 diabetes mellitus (disorder),type 1
429094000,Dietary education for type I diabetes mellitus (procedure),type 1
42911000000106,Diabetic foot examination,unspecified
42954008,Diabetes mellitus associated with receptor abnormality,unspecified
429729007,Diabetic education completed (situation),unspecified
430400006,Adverse reaction to antidiabetic drug (disorder),unspecified
433874008,History of diabetic peripheral angiopathy (situation),unspecified
43521000000100,Type I diabetes mellitus,type 1
43531000000103,Type I diabetes mellitus with renal complications,type 1
43541000000107,Type I diabetes mellitus with ophthalmic complications,type 1
43551000000105,Type I diabetes mellitus with neurological complications,type 1
43561000000108,Type I diabetes mellitus with multiple complications,type 1
43571000000101,Unstable type I diabetes mellitus,type 1
43581000000104,Type I diabetes mellitus with ulcer,type 1
43591000000102,Type I diabetes mellitus with gangrene,type 1
43601000000108,Type I diabetes mellitus with retinopathy,type 1
43611000000105,Type I diabetes mellitus - poor control,type 1
43621000000104,Type I diabetes mellitus maturity onset,type 1
43631000000102,Type I diabetes mellitus without complication,type 1
43641000000106,Type I diabetes mellitus with mononeuropathy,type 1
43651000000109,Type I diabetes mellitus with polyneuropathy,type 1
43661000000107,Type I diabetes mellitus with nephropathy,type 1
43671000000100,Type I diabetes mellitus with hypoglycaemic coma,type 1
43681000000103,Type I diabetes mellitus with diabetic cataract,type 1
43691000000101,Type I diabetes mellitus with peripheral angiopathy,type 1
43701000000101,Type I diabetes mellitus with arthropathy,type 1
43711000000104,Type I diabetes mellitus with neuropathic arthropathy,type 1
43721000000105,Type II diabetes mellitus,type 2
43731000000107,Type II diabetes mellitus with renal complications,type 2
43741000000103,Type II diabetes mellitus with ophthalmic complications,type 2
43751000000100,Type II diabetes mellitus with neurological complications,type 2
43761000000102,Type II diabetes mellitus with multiple complications,type 2
43771000000109,Type II diabetes mellitus with ulcer,type 2
43781000000106,Type II diabetes mellitus with gangrene,type 2
43791000000108,Type II diabetes mellitus with retinopathy,type 2
43801000000107,Type II diabetes mellitus - poor control,type 2
43821000000103,Type II diabetes mellitus without complication,type 2
43831000000101,Type II diabetes mellitus with mononeuropathy,type 2
43841000000105,Type II diabetes mellitus with polyneuropathy,type 2
43851000000108,Type II diabetes mellitus with nephropathy,type 2
43861000000106,Type II diabetes mellitus with hypoglycaemic coma,type 2
43871000000104,Type II diabetes mellitus with diabetic cataract,type 2
43881000000102,Type II diabetes mellitus with peripheral angiopathy,type 2
43891000000100,Type II diabetes mellitus with arthropathy,type 2
43901000000104,Type II diabetes mellitus with neuropathic arthropathy,type 2
43911000000102,Insulin treated Type 2 diabetes mellitus,type 2
43921000000108,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,type 2
43959009,Diabetic cataract,unspecified
44054006,Diabetes mellitus type II,type 2
441581000124101,Diabetic specialty enteral formula,unspecified
441591000124103,Diabetic enteral formula with fibre,unspecified
441601000124106,Diabetic high calorie high protein enteral formula with fiber,unspecified
441628001,Multiple complications due to diabetes mellitus,unspecified
441656006,Hyperglycaemic crisis in diabetes mellitus,unspecified
442541000000107,[X]Other specified diabetes mellitus (disorder),unspecified
443051000124104,Adult diabetic specialty formula (product),unspecified
443694000,Type II diabetes mellitus uncontrolled (finding),type 2
444073006,Type I diabetes mellitus uncontrolled (finding),type 1
444074000,Type I diabetes mellitus well controlled (finding),type 1
444110003,Type II diabetes mellitus well controlled (finding),type 2
444331000124106,Diabetic meal replacement bar (product),unspecified
444913002,Diabetes mellitus service (qualifier value),unspecified
445170001,Macroalbuminuric diabetic nephropathy (disorder),unspecified
445260006,Posttransplant diabetes mellitus (disorder),unspecified
445353002,Brittle type II diabetes mellitus (finding),type 2
44661000000105,Diabetic foot examination (regime/therapy),unspecified
449851000000103,[X]Pre-existing diabetes mellitus, unspecified (disorder),unspecified
453171000000101,Diabetes Type II (non-insulin-dependent) associated with renal failure - European Dialysis and Transplant Association (disorder),type 2
4551000175107,Diabetic foot exam not done,unspecified
4581000175103,Diabetic retinal eye exam not done (situation),unspecified
46635009,Insulin dependent diabetes mellitus,type 1
47034004,Antidiabetic agent preparation,unspecified
47101000000108,Diabetic foot examination,unspecified
472969004,History of diabetes mellitus type 2 (situation),type 2
472970003,History of diabetes mellitus type 1 (situation),type 1
472972006,History of autosomal dominant diabetes mellitus,unspecified
473134007,Symptomatic diabetic peripheral neuropathy absent,unspecified
473180009,Discussion about diabetic ketoacidosis in pregnancy (procedure),unspecified
473189005,On subcutaneous insulin for diabetes mellitus,unspecified
473208009,Assessment of diabetic erectile dysfunction (procedure),unspecified
473209001,Diabetic erectile dysfunction review (regime/therapy),unspecified
47481000000105,Type I diabetes mellitus,type 1
48321000000102,Diabetic foot examination,unspecified
4855003,Diabetic retinopathy,unspecified
486761000000108,Impaired vision due to diabetic retinopathy ,unspecified
487291000000109,Eligible for diabetic retinopathy screening ,unspecified
487301000000108,Ineligible for diabetic retinopathy screening ,unspecified
487311000000105,Eligibility temporarily inactive for diabetic retinopathy screening ,unspecified
487321000000104,Eligibility permanently inactive for diabetic retinopathy screening ,unspecified
487331000000102,Impaired vision due to diabetic retinopathy ,unspecified
488181000000102,Impaired vision due to diabetic retinopathy ,unspecified
48951005,Bullosis diabeticorum,unspecified
491121000000106,Eligible for diabetic retinopathy screening ,unspecified
491131000000108,Ineligible for diabetic retinopathy screening ,unspecified
491141000000104,Eligibility temporarily inactive for diabetic retinopathy screening ,unspecified
491151000000101,Eligibility permanently inactive for diabetic retinopathy screening ,unspecified
491161000000103,Excluded from diabetic retinopathy screening ,unspecified
491731000000107,Referral to diabetes support worker for diabetics of Asian origin,unspecified
49455004,Diabetic polyneuropathy,unspecified
494961000000102,Discharged from diabetes shared care programme (finding),unspecified
497731000000102,[D]Gangrene of toe in diabetic (context-dependent category),unspecified
497741000000106,[D]Widespread diabetic foot gangrene (context-dependent category),unspecified
50201000000100,Type I diabetes mellitus,type 1
50211000000103,Type I diabetes mellitus - poor control,type 1
50221000000109,Type I diabetes mellitus with arthropathy,type 1
50231000000106,Type II diabetes mellitus,type 2
50241000000102,Insulin treated Type 2 diabetes mellitus,type 2
50620007,Diabetic autonomic neuropathy,unspecified
51002006,Diabetes mellitus associated with pancreatic disease,unspecified
510741000000102,Diabetes self management plan (qualifier value),unspecified
512561000000108,Unsuitable for diabetes year of care programme (finding),unspecified
512571000000101,Patient unsuitable for Diabetes Year of Care programme ,unspecified
512581000000104,Declined consent for diabetes year of care programme (finding),unspecified
512591000000102,No consent for Diabetes Year of Care programme ,unspecified
519141000000107,History of diabetic complication (situation),unspecified
521391000000106,Education in self management of diabetes (procedure),unspecified
521401000000109,Education for self management of diabetes ,unspecified
527691000000107,Diabetic on subcutaneous treatment (finding),unspecified
527701000000107,Diabetic on subcutaneous treatment ,unspecified
528451000000103,Diabetes mellitus with no mention of complication,unspecified
530558861000132104,Atypical diabetes mellitus (disorder),unspecified
532401000000104,Diabetes mellitus, juvenile type, with no mention of complication,type 1
532411000000102,Diabetes mellitus, adult onset, with no mention of complication (disorder),type 2
5368009,Drug-induced diabetes mellitus,unspecified
54059007,Xanthoma diabeticorum,unspecified
54181000,Diabetes-nephrosis syndrome,unspecified
551831000000104,Diabetes mellitus NOS with ketoacidotic coma,unspecified
55626003,NIDDM in nonobese,type 2
55692006,Diabetes with hyperosmolar coma,unspecified
56391002,Necrobiosis lipoidica diabeticorum,unspecified
567641000000108,Haemoglobin A1C - diabetic control NOS,unspecified
578651000000101,Diabetic - poor control NOS,unspecified
58581000087105,Education about complication due to diabetes mellitus (procedure),unspecified
587871000000104,Diabetic mononeuritis NOS (disorder),unspecified
59079001,Diabetes mellitus associated with hormonal etiology,unspecified
59276001,Proliferative diabetic retinopathy,unspecified
593661000000102,Diabetes mellitus NOS with ketoacidosis (disorder),unspecified
593671000000109,Diabetes mellitus NOS with hyperosmolar coma (disorder),unspecified
593681000000106,Other specified diabetes mellitus with renal complications,unspecified
593691000000108,Diabetes mellitis with nephropathy NOS (disorder),unspecified
593701000000108,Other specified diabetes mellitus with ophthalmic complications (disorder),unspecified
593711000000105,Diabetes mellitus NOS with ophthalmic manifestation (disorder),unspecified
593721000000104,Other specified diabetes mellitus with peripheral circulatory complications,unspecified
593731000000102,Diabetes mellitus NOS with peripheral circulatory disorder,unspecified
59801000119102,History of small vessel disease due to diabetes mellitus (situation),unspecified
60009009,Diabetic intracapillary glomerulosclerosis,unspecified
